Date of Final Decision,Submission Number ,Device,Company,Panel (lead),Primary Product Code,product_code,medical_specialty_description,device_class,device_name,definition
2022-08-29,K221100,Viz RV/LV,"Viz.ai, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-08-26,K222277,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-08-25,K211841,MRI Planner,Spectronic Medical AB,Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2022-08-25,K221962,LINQ II Insertable Cardiac Monitor,"Medtronic, Inc.",Cardiovascular,MXD,MXD,Cardiovascular,2,"Recorder, Event, Implantable Cardiac, (With Arrhythmia Detection)",
2022-08-24,K220598,AutoContour Model RADAC V2,"Radformation, Inc.",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2022-08-22,K221599,HS40 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2022-08-19,K222172,MI View&GO,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-08-12,K213686,SKOUT Software,Iterative Scopes Inc.,Gastroenterology-Urology,QNP,QNP,"Gastroenterology, Urology",2,Gastrointesinal Lesion Software Detection System,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
2022-08-12,K220349,TeraRecon Neuro,"TeraRecon, Inc",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2022-08-11,K213713,AI-Rad Companion (Pulmonary),Siemens Healthcare GmBh,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2022-08-08,K213645,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-08-03,K221347,Transpara 1.7.2,ScreenPoint Medical B.V.,Radiology,QDQ,QDQ,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2022-08-03,K221432,Customize,3D-Side SA,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-07-29,K213760,ABMD Software,HeartLung Corporation,Radiology,KGI,KGI,Radiology,2,"Densitometer, Bone",
2022-07-29,K220961,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2022-07-28,K213998,cvi42 Auto Imaging Software Application,Circle Cardiovascular Imaging Inc,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-07-28,K221923,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2022-07-27,K210822,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2022-07-25,K220439,Viz SDH,"Viz.ai, Inc.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-07-22,K220940,"EchoPAC Software Only, EchoPAC Plug-in","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-07-22,K220882,"Vivid E80, Vivid E90, Vivid E95",GE Medical Systems Ultrasound and,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2022-07-22,K220624,AI4CMR v1.0,AI4MedImaging Medical Solutions S.A.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2022-07-20,K220956,Libby Echo:Prio,"Dyad Medical, Inc",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
