proprietary_name,openfda.device_name,product_code,created_date,cleaned_proprietary_name
['Digital Dermapal'],"Light, Ultraviolet, Dermatological",FTC,2023-12-20,'digital dermapal'
"['Digital Thermometer, Model DT101, DT102']","Thermometer, Electronic, Clinical",FLL,2022-04-28,'digital thermometer model dt101 dt102'
"['Invisalign System with Mandibular Advancement \x96 Enhanced Precision Wings', 'Invisalign Express 10', 'Invisalign System - Teen Package', 'Invisalign Touch-Up', 'Invisalign Full', 'Invisalign First-Comprehensive', 'Invisalign Express 5', 'Invisalign System-Comprehensive Phase 2', 'Invisalign Swift', 'Invisalign Go', 'Invisalign System - Express', 'Invisalign System - Lite', 'Attachment Template', 'Invisalign System Orthodontic Appliance', 'Invisalign System', 'Invisalign System - Comprehensive', 'Invisalign Assist', 'Invisalign Lite', '3D Treatment Planning Software - ClinCheck Pro 6', 'Invisalign First-Moderate', 'Invisalign System - Moderate', 'Invisalign Go Plus', 'Invisalign I7', 'Invisalign Teen', 'Invisalign System with Mandibular Advancement \x96 Precision Wings']","Aligner, Sequential",NXC,2022-09-21,'invisalign system with mandibular advancement \x96 enhanced precision wings' 'invisalign express 10' 'invisalign system - teen package' 'invisalign touch-up' 'invisalign full' 'invisalign first-comprehensive' 'invisalign express 5' 'invisalign system-comprehensive phase 2' 'invisalign swift' 'invisalign go' 'invisalign system - express' 'invisalign system - lite' 'attachment template' 'invisalign system orthodontic appliance' 'invisalign system' 'invisalign system - comprehensive' 'invisalign assist' 'invisalign lite' '3d treatment planning software - clincheck pro 6' 'invisalign first-moderate' 'invisalign system - moderate' 'invisalign go plus' 'invisalign i7' 'invisalign teen' 'invisalign system with mandibular advancement \x96 precision wings'
['Medline Automatic Digital Blood Pressure Monitors'],"System, Measurement, Blood-Pressure, Non-Invasive",DXN,2023-07-19,'medline automatic digital blood pressure monitors'
"['Roomy Socks', 'Therafirm', 'Copper Cloud']","Stocking, Medical Support (For General Medical Purposes)",FQL,2023-12-06,'roomy socks' 'therafirm' 'copper cloud'
['ALTA Platform'],"Device, Patient Transfer, Powered",FRZ,2022-07-24,'alta platform'
"['PLATFORM® ACETABULAR INSERT, NEUTRAL, E-LINK POLY', 'PLATFORM® ACETABULAR INSERT, HOODED, E-LINK POLY', 'PLATFORM® ACETABULAR CUP WITH TI-COAT®']","Hip Prosthesis, Semi-Constrained, Cemented, Metal/Polymer, + Additive, Porous, Uncemented",OQG,2022-09-26,'platform® acetabular insert neutral e-link poly' 'platform® acetabular insert hooded e-link poly' 'platform® acetabular cup with ti-coat®'
"['PLATFORM® ACETABULAR INSERT, NEUTRAL, E-LINK POLY', 'PLATFORM® ACETABULAR INSERT, HOODED, E-LINK POLY', 'PLATFORM® ACETABULAR CUP WITH TI-COAT®']","Prosthesis, Hip, Semi-Constrained, Uncemented, Metal/Polymer, Porous",MBL,2022-09-26,'platform® acetabular insert neutral e-link poly' 'platform® acetabular insert hooded e-link poly' 'platform® acetabular cup with ti-coat®'
"['PLATFORM® ACETABULAR INSERT, NEUTRAL, E-LINK POLY', 'PLATFORM® ACETABULAR INSERT, HOODED, E-LINK POLY', 'PLATFORM® ACETABULAR CUP WITH TI-COAT®']","Prosthesis, Hip, Semi-Constrained, Metal/Polymer, Porous Uncemented",LPH,2022-09-26,'platform® acetabular insert neutral e-link poly' 'platform® acetabular insert hooded e-link poly' 'platform® acetabular cup with ti-coat®'
"['PLATFORM® ACETABULAR INSERT, NEUTRAL, E-LINK POLY', 'PLATFORM® ACETABULAR INSERT, HOODED, E-LINK POLY', 'PLATFORM® ACETABULAR CUP WITH TI-COAT®']","Prosthesis, Hip, Semi-Constrained, Metal/Ceramic/Polymer, Cemented Or Non-Porous, Uncemented",LZO,2022-09-26,'platform® acetabular insert neutral e-link poly' 'platform® acetabular insert hooded e-link poly' 'platform® acetabular cup with ti-coat®'
['LVivo Software Application'],"System, Image Processing, Radiological",LLZ,2022-07-23,'lvivo software application'
['UniCam Evo Software'],"System, Image Processing, Radiological",LLZ,2023-11-29,'unicam evo software'
['Denti.AI Detect'],"Analyzer, Medical Image",MYN,2023-11-23,'denti.ai detect'
['Denti.AI Detect'],"System, Image Processing, Radiological",LLZ,2023-11-23,'denti.ai detect'
"['Endoscopy System', 'RAPID Software', 'PillCam COLON 2 Capsule']",Colon Capsule Imaging System,PGD,2024-10-15,'endoscopy system' 'rapid software' 'pillcam colon 2 capsule'
['Luminelle DTx Hysteroscopy System'],Hysteroscope (And Accessories),HIH,2025-01-09,'luminelle dtx hysteroscopy system'
['Luminelle DTx Hysteroscopy System'],"Cystoscope And Accessories, Flexible/Rigid",FAJ,2025-01-09,'luminelle dtx hysteroscopy system'
"['Invisalign System with Mandibular Advancement \x96 Enhanced Precision Wings', 'Invisalign Express 10', 'Invisalign System - Teen Package', 'Invisalign Touch-Up', 'Invisalign Full', 'Invisalign First-Comprehensive', 'Invisalign Express 5', 'Invisalign System-Comprehensive Phase 2', 'Invisalign Swift', 'Invisalign Go', 'Invisalign System - Express', 'Invisalign System - Lite', 'Attachment Template', 'Invisalign System Orthodontic Appliance', 'Invisalign System', 'Invisalign System - Comprehensive', 'Invisalign Assist', 'Invisalign Lite', '3D Treatment Planning Software - ClinCheck Pro 6', 'Invisalign First-Moderate', 'Invisalign System - Moderate', 'Invisalign Go Plus', 'Invisalign I7', 'Invisalign Teen', 'Invisalign System with Mandibular Advancement \x96 Precision Wings']","Aligner, Sequential",NXC,2022-09-21,'invisalign system with mandibular advancement \x96 enhanced precision wings' 'invisalign express 10' 'invisalign system - teen package' 'invisalign touch-up' 'invisalign full' 'invisalign first-comprehensive' 'invisalign express 5' 'invisalign system-comprehensive phase 2' 'invisalign swift' 'invisalign go' 'invisalign system - express' 'invisalign system - lite' 'attachment template' 'invisalign system orthodontic appliance' 'invisalign system' 'invisalign system - comprehensive' 'invisalign assist' 'invisalign lite' '3d treatment planning software - clincheck pro 6' 'invisalign first-moderate' 'invisalign system - moderate' 'invisalign go plus' 'invisalign i7' 'invisalign teen' 'invisalign system with mandibular advancement \x96 precision wings'
"['BioButton\x99 remote patient monitoring device', 'BioButton\x99 wearable device', 'BioButton\x99 wearable sensor', 'BioButton\x99']","Transmitters And Receivers, Physiological Signal, Radiofrequency",DRG,2022-12-14,'biobutton\x99 remote patient monitoring device' 'biobutton\x99 wearable device' 'biobutton\x99 wearable sensor' 'biobutton\x99'
"['BioButton\x99 remote patient monitoring device', 'BioButton\x99 wearable device', 'BioButton\x99 wearable sensor', 'BioButton\x99']","Calculator, Drug Dose",NDC,2022-12-14,'biobutton\x99 remote patient monitoring device' 'biobutton\x99 wearable device' 'biobutton\x99 wearable sensor' 'biobutton\x99'
"['Alesso Bed Frame, 42"" Mattress Platform, Essex Style', 'Alesso Bed Frame, 36"" Mattress Platform, Dorchester Style', 'Alesso Bed Frame, 42"" Mattress Platform, Lancaster Style', 'Alesso Bed Frame, 42"" Mattress Platform', 'Alesso Bed Frame, 36"" Mattress Platform, Camelot Style', 'Alesso Bed Frame, 42"" Mattress Platform, Atlanta Style, Upholstered Detail on Headboard', 'Alesso Bed Frame, 42"" Mattress Platform, Camelot Style', 'Alesso Bed Frame, 42"" Mattress Platform, Atlanta Style', 'Alesso Bed Frame, 36"" Mattress Platform, Atlanta Style', 'Alesso Bed Frame, 36"" Mattress Platform', 'Alesso Bed Frame, 42"" Mattress Platform, Dorchester Style', 'Alesso Bed Frame, 36"" Mattress Platform, Essex Style', 'Alesso Bed Frame, 36"" Mattress Platform, Lancaster Style', 'Alesso Bed Frame, 36"" Mattress Platform, Atlanta Style, Upholstered Detail on Headboard']","Bed, Ac-Powered Adjustable Hospital",FNL,2024-07-23,"'alesso bed frame 42"" mattress platform essex style' 'alesso bed frame 36"" mattress platform dorchester style' 'alesso bed frame 42"" mattress platform lancaster style' 'alesso bed frame 42"" mattress platform' 'alesso bed frame 36"" mattress platform camelot style' 'alesso bed frame 42"" mattress platform atlanta style upholstered detail on headboard' 'alesso bed frame 42"" mattress platform camelot style' 'alesso bed frame 42"" mattress platform atlanta style' 'alesso bed frame 36"" mattress platform atlanta style' 'alesso bed frame 36"" mattress platform' 'alesso bed frame 42"" mattress platform dorchester style' 'alesso bed frame 36"" mattress platform essex style' 'alesso bed frame 36"" mattress platform lancaster style' 'alesso bed frame 36"" mattress platform atlanta style upholstered detail on headboard'"
['AXP II AutoXpress Platform'],Cord Blood Processing System And Storage Container,OAO,2022-12-28,'axp ii autoxpress platform'
['CURRY Multimodal Neuroimaging Software'],Source Localization Software For Electroencephalograph Or Magnetoencephalograph,OLX,2023-06-19,'curry multimodal neuroimaging software'
"['Electronic Endoscope Imaging Processor (ZSR-EOS10)', 'Single-Use Digital Flexible Ureteroscope (F-URS: ZSR-URS-01, ZSR-URS-02, ZSR-URS-03, ZSR-URS-04)']","Ureteroscope And Accessories, Flexible/Rigid",FGB,2025-02-26,'electronic endoscope imaging processor (zsr-eos10)' 'single-use digital flexible ureteroscope (f-urs: zsr-urs-01 zsr-urs-02 zsr-urs-03 zsr-urs-04)'
['Bendini Cloud Application'],Orthopedic Stereotaxic Instrument,OLO,2024-09-26,'bendini cloud application'
['Secret MAX Multi-platform RF System'],"Massager, Vacuum, Radio Frequency Induced Heat",PBX,2024-12-23,'secret max multi-platform rf system'
['Secret MAX Multi-platform RF System'],"Electrosurgical, Cutting & Coagulation & Accessories",GEI,2024-12-23,'secret max multi-platform rf system'
['Secret MAX Multi-platform RF System'],Skin Resurfacing Rf Applicator,OUH,2024-12-23,'secret max multi-platform rf system'
"['Momcozy Wearable Electric Breast Pump (Model: S9 Pro, S12 Pro)']","Pump, Breast, Powered",HGX,2024-07-08,'momcozy wearable electric breast pump (model: s9 pro s12 pro)'
"['EM Patient Reference', 'Skull Reference Base EM', 'Navigation Software Cranial', 'Disposable Skull Reference Drill Bit 1.1 mm for Bone Fixation Screw', 'Disposable Skull Reference Bone Fixation Screw 1.5 mm x 6 mm', 'Navigation Software Craniofacial', 'Cranial Navigation', 'EM Registration Pointer', 'Cranial EM System', 'Automatic Registration iMRI', 'AUTO-REG MATRIX IMRI', 'DRAPELINK REF ADAPTER AUTO-REG IMRI', 'EM Pointer', 'EM Short Pointer', 'EM Instrument Tracker']",Neurological Stereotaxic Instrument,HAW,2023-07-24,'em patient reference' 'skull reference base em' 'navigation software cranial' 'disposable skull reference drill bit 1.1 mm for bone fixation screw' 'disposable skull reference bone fixation screw 1.5 mm x 6 mm' 'navigation software craniofacial' 'cranial navigation' 'em registration pointer' 'cranial em system' 'automatic registration imri' 'auto-reg matrix imri' 'drapelink ref adapter auto-reg imri' 'em pointer' 'em short pointer' 'em instrument tracker'
"['Vitrea Software Package, VSTP-002A V2']","System, Image Processing, Radiological",LLZ,2024-07-18,'vitrea software package vstp-002a v2'
['Ormco Digital Bonding'],Indirect Bonding Tray,QJJ,2023-09-26,'ormco digital bonding'
